Sample,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,CO2,SO3,S,F ,Cl,LOI,Ba,Co,Cr,Cs,Li,Ni,Rb,Sr,V,Zr
ng2,21.5,79,48.98,2.56,13.19,5.47,9.35,0.21,5.49,10.12,2.4,0.26,0.23,,,,,,1.29,102,53,77,,,62,3,218,413,171
su,22.1,74.17,48.98,2.63,13.68,4.15,10.34,0.24,5.74,10.75,2.75,0.58,0.2,,,,,,,,,,,,,,,,
rm188,15.125,76.7,48.99,0.59,10.75,10.21,9.19,0.19,12.69,11.34,0.7,0.71,0.05,,,,,,3.21,44.66,48.35,499,0.7,,147,19.25,49.29,264,8.83
out017,20.5,74.5,48.99,1.8,16.46,,11.92,0.23,5.33,11.98,2.48,0.64,0.19,,,,,,,109,,71,,,64,16,311,279,120
14-Feb,23.05,80.43,48.99,2.57,13.27,16.19,,0.2,5.18,10.26,3.33,0.34,0.23,,,,,,,,,,,,23.7,0,276.2,,50
ma-n-55,17.93,73.6,48.99,2.64,13.3,,14.81,0.21,6.18,11.1,2.37,0.16,0.24,,,,,,,33,,80,,,88,,215,482,155
sp/90/263,21.1,80,48.99,11.45,14.45,14.92,,0.22,6.76,10.11,1.48,0.57,0.13,,,,,,0.68,,30,249,,,30,,,,
6667503,15.02,77.38,49,0.67,8.17,,3.58,0.14,14.3,8.97,0.5,0.96,0.183,5.21,0.06,,,,9.38,141.3477053,65,355,,,1060,1,,71,287
6667503,15,77.5,49,0.67,8.17,,3.58,0.14,14.3,8.97,0.5,0.96,0.183,5.21,0.06,,,,9.38,246,65,355,,,1060,36.2,287,71,66
ag53,25,73.5,49,0.77,14.3,13.1,,0.29,8.8,9.5,3.1,0.88,0.05,,,,,,0.66,235,,325,,,65,20,94,298,22
46,18.85666667,81.68611111,49,1.02,15.48,14.61,,0.22,6.28,10.72,2.9,0.2,0.14,,,,,,0.45,87,,126,,,125,5,210,,79
46,18.8567,81.6861,49,1.02,15.48,14.61,,0.22,6.28,10.72,2.9,0.2,0.14,,,,,,0.45,87,,126,,,125,5,210,,79
mpc4a,22.1,74.17,49,1.19,11.7,11,,0.18,8.5,12.4,2.8,3.2,0.94,,,,,,0.14,,,,,,,,,,
sd19,25.04333333,79.18333333,49,1.36,10.61,19.98,,0.23,6.97,12.11,2.23,0.55,0.1,,,,,,0.06,228.34,68,16,0.19,,11,7.45,202.96,367.45,36.38
atk1/3,14.5292,77.3083,49,1.98,5.58,9.08,,0.25,11.67,13.7,0.94,1.67,0.55,,,,,,6.05,493,52,330,,,310,44,793,178,376
in-5,20.47,77.53,49,2.07,13.78,4.1,8.89,0.21,6.51,11.1,2.24,0.23,0.17,,,,0.025,,2.13,110,42,58,,4,75,4,240,350,100
bn-16,19,75.75,49,2.14,13.37,14.94,,0.23,5.54,10.72,3.3,0.26,0.16,,,,,,2.76,67,93,149,,,48,6,251,542,145
kk-10-51,18,74.32,49,2.44,14.09,,13.57,0.2,6.83,11.36,2.07,0.23,0.21,,,,,,,38,,191,,,111,3,216,426,135
ma-x-51,17.93,73.6,49,2.56,13.74,,13.85,0.19,7.13,10.84,2.18,0.3,0.21,,,,,,,52,,208,,,111,,200,415,135
bg f2/s2,22.5,80.5,49,3.06,13.8,15.61,,0.22,4.42,9.25,2.71,0.22,0.22,,,,,,1.38,117,,,,,74,13,279,,187
95/204,18.8714,81.6725,49.01,0.94,13.75,16.21,,0.22,6.04,10.31,1.67,0.17,0.14,,,,,,0.17,88,,91,,,113,2,125,309,74
13-Oct,21,82,49.01,1.29,12.64,15.57,,0.22,6.73,8.97,2.39,0.95,0.12,,,,,,1.6,158,,160,,,70,107,210,,64
jef-00-55,13,78,49.01,1.6,13.82,14.93,,0.21,5.33,9.32,2.39,0.9,0.23,,,,,,0.86,342,,48,,,47,20,229,337,96
jef-00-55,13.67,78.42966667,49.01,1.603,13.82,14.93,,0.206,5.33,9.32,2.39,0.9,0.23,,,,,,0.86,342,55,48,0.9,,47,20,229,337,96
pmd4,22.5,78.625,49.01,2.17,12.06,16.19,,0.2,6.52,10.63,1.96,0.35,0.18,,,,,,1.02,85.44,45.09,573.2,,,58.05,8.17,167.7,368.9,114.1
2,22.475,73.56,49.01,2.29,15.03,6.3,6.64,0.21,6.63,7.58,2.8,1.45,0.81,,,,,,,300,45,80,,75,10,,150,5,
sh63,21.5,75,49.01,2.97,15.29,14.8,,0.16,4.55,10.17,1.84,0.38,0.31,,,,,,2.78,124,,,0.52,,78,14,277,,210
26,19.03,72.92,49.01,3.14,15.24,3.39,11.88,,3.6,9.53,3.14,0.76,0.31,,,,,,,,,,,,,,,,
d77,12.915,78.25,49.02,0.1,1.08,5.37,3.03,0.22,38.28,1.24,0.59,0.05,0.32,,,,,,7.26,,109,3301,,,1961,,10,,
mnmd-13,10.96666667,78.4,49.02,0.52,8.42,9.14,,0.16,17.94,12.4,0.79,0.08,0.04,,,,,,,24.007,63.857,828.561,0.067,,325.369,1.087,35.784,264.044,37.344
ych-25,14,76.3,49.02,1.34,13.25,14.86,,0.25,6.14,11.35,1.8,0.2,0.12,,,,,,1.83,94,56,149,,,75,4,120,346,65
167,18.3319,72.9522,49.02,2.14,14.42,,12,0.18,7.98,10.71,2.74,0.55,0.21,,,,,,,209,47,262,,,129,16,299,298,152
sh36,21.5,75,49.02,2.21,14.33,14.86,,0.18,6.2,10.79,1.59,0.11,0.22,,,,,,5.8,56,,,0.06,,79,2.6,247,,130
ch4c,19.5,74.125,49.02,2.43,13.21,14.95,,0.21,6.02,10.55,2.29,0.2,0.21,,,,,,0.51,62,52,92,,,74,10,222,360,144
mat f9s9,22.5,80.5,49.02,2.45,14.54,14.67,,0.2,5.72,9.52,2.64,0.45,0.22,,,,,,1.02,119,,,,,85,8,195,,167
jeb-201,18.8333,73.5583,49.02,3.636,13.29,,15.02,0.225,5.59,10.06,2.47,0.34,0.351,,,,,,,122,55,147,,6,86,11,214,453,207
4a/b,22.045,74.125,49.02,,14.22,6.9,9.64,,4.05,11.79,2.95,0.74,,,,,,,,,,,,,,,,,
sa09-16b,11.22969444,78.47666667,49.03,0.07,26.09,3.53,,0.05,3.66,16.18,1.36,0.02,0.01,,,,,,0.18,65.02,17.93,85.11,0.04,,52.61,0.57,166.16,38.21,2.36
1,16.2,76.7,49.03,1.21,15.07,4.32,10.84,0.32,6.77,10.09,1.95,0.2,0.18,,,,,,0.39,237,74,276,,9,211,1,136,218,54
bn-15,19,75.75,49.03,1.94,13.66,15.46,,0.22,6.05,11.06,2.06,0.26,0.19,,,,,,2.4,56,107,121,,,40,4,275,522,131
20,25.86666667,73.41666667,49.03,2.11,14.08,11.92,,0.21,6.17,9.53,3.29,0.97,0.27,,0,,,,1.94,223,39.3,200,1.41,,34.1,24.3,274,345,144
20,25.825,73.35,49.03,2.11,14.08,11.92,,0.21,6.17,9.53,3.29,0.97,0.27,,0,,,,1.94,223,39.3,200,1.41,,34.1,24.3,274,345,144
lb f3s3,22.5,80.5,49.03,2.63,13.57,15.67,,0.9,4.64,10.03,2.45,0.4,0.25,,,,,,1.54,,,,,,,,,,
ng18,21.5,79,49.03,2.95,12.28,3.75,11.55,0.23,5.16,9.77,2.45,0.45,0.3,,,,,,1.45,114,52,135,,,76,21,198,446,212
abc17,18,73.75,49.03,3.18,12.92,15.44,,0.22,5.79,10.4,2.47,0.27,0.28,,,,,,,,,,,,69,3,243,,184
ahci73,18.11,77.32,49.03767596,1.044946672,20.48313118,11.39419836,,0.165881977,4.448765271,8.275987652,3.029095451,0.271667753,0.218054534,,,,,,1.56,99.60745144,56.09599524,22.77037065,,,37.92376098,,531.7560647,253.7231346,76.73072993
sh100,21.88,74.47,49.04,2.2,13.7,15.7,,0.21,6.2,10.9,1.85,0.35,0.2,,,,,,1.65,101,51,,,,70,9.08,207.2,330,129
5,22.475,73.56,49.04,2.28,14.93,6.04,6.42,0.23,7.36,8.84,2,0.93,0.35,,,,,,,750,75,300,,75,200,,200,10,
sam018,19.15,73.6,49.04,2.32,15.05,,13.02,0.19,6.89,10.92,1.9,0.4,0.26,,,,,,,150,33,195,,,83,,264,308,140
kv-01-51,20.5,78,49.04,2.71,13.14,,15.37,0.21,5.82,10.62,2.49,0.32,0.28,,,,,,,60,,81,,,81,7,224,544,189
rky-8,15.90180556,76.08902778,49.05,0.72,11.96,13.14,,0.19,10.96,11.87,1.6,0.24,0.07,,,,,,0.75,23.92,87,1202,,,178,19.13,72,247,16.7
rky-8,15.9018,76.0889,49.05,0.72,11.96,13.14,,0.19,10.96,11.87,1.6,0.24,0.07,,,,,,0.75,23.92,87,1202,,,178,19.13,72,247,16.7
vb 288,14.15222222,78.40222222,49.05,0.851,10.52,12.71,,0.19,13.71,8.62,1.42,0.16,0.08,,,,,,3.16,49,,1250,,,380,2,80,229,66
sp/90/290,21.1,80,49.05,1.57,13.94,15.1,,0.21,6.12,9.96,1.83,0.6,0.14,,,,,,0.93,,50,153,,,35,,,,
u,18.8528,81.6278,49.05,2.43,12.73,17.47,,0.21,5.75,9.66,2.19,0.82,0.24,,,,,,0.51,439,,38,,,61,47,107,,173
u,18.85277778,81.62777778,49.05,2.43,12.73,17.47,,0.21,5.75,9.66,2.19,0.82,0.24,,,,,,0.51,439,,38,,,61,47,107,,173
sal f1s1,22.5,80.5,49.05,2.77,12.85,15.42,,0.16,5.4,9.68,2.34,0.38,0.26,,,,,,1.19,,,,,,,,,,
24,24.515,73.765,49.06,1.28,17.64,,10.9,,7.6,11.3,1.06,0.35,,,,,,,,,1704,99.19,,,48,,136,,
ig41,19.15,73.6,49.06,1.8,13.78,4.75,7.02,0.19,8.07,11.04,2.23,0.27,0.2,,,,,,1.99,115,56,361,,,101,4,280,315,113
12,22.475,73.56,49.06,2.92,14.62,5.94,6.63,0.23,5.74,6.67,3.44,2.64,0.37,,,,,,,50,10,100,,250,45,,10,20,
99ma64,15.47,78.97,49.06,3.53,5.62,16.25,,0.17,4.37,7.09,4.45,5.02,1.88,,,,,,4.2,8321,34.7,23,,,6,39.1,3725,313,1126.7
ig2,19.68,73.63,49.07,1.72,13.03,5.9,6,0.19,8.72,11.22,1.76,0.42,0.2,,,,,,1.54,153,55,527,,,170,5,241,298,111
10.fo,22.42,75.54,49.07,2.41,13.07,14.66,,0.17,4.55,9.25,2.15,0.64,0.36,,,,,,,270,,,,,63,13,221,,155
10.fo,22,75.5,49.07,2.41,13.07,14.66,,0.17,4.55,9.25,2.15,0.64,0.36,,,,,,,270,,,,,63,13,221,,155
p2-p-89-1,21.1,77.13,49.08,1.79,15.29,,13.12,0.18,5.39,12.62,2.2,0.17,0.16,,,,,,,39,,62,,,67,3,229,432,118
ch83-33,21.69,77.91,49.08,2,14.9,,12.47,0.18,6.77,11.92,2.01,0.13,0.17,,,,,,,37,,103,,,70,2,156,382,117
15-Aug,19.4589,74.1381,49.08,2.19,14.16,13.43,,0.19,6.88,11.28,2.13,0.17,0.21,,,,,,0.18,90,35,319,,,114,2,260,361,140
abc24,18,73.75,49.08,2.34,13.96,14.68,,0.2,6.03,11.02,2.29,0.17,0.22,,,,,,,83,,,,,68,1,235,,135
ma-v-55,17.93,73.6,49.08,2.52,13.58,,14.15,0.22,6.97,10.67,2.21,0.38,0.22,,,,,,,43,,130,,,93,6,194,426,144
pmd18,22.5,78.625,49.08,2.75,12.14,16.69,,0.21,6.63,10.24,1.81,0.38,0.27,,,,,,1.62,122,48.13,512.9,,,67.58,8.58,173.3,403.2,155.3
pmd1,22.5,78.625,49.08,3,12.23,16.66,,0.21,5.95,9.58,2.03,0.57,0.36,,,,,,0.44,310.7,57.92,540.4,,,66.66,17.11,216.1,493.3,181.6
rp81-17,21.7,73.3,49.08,3.25,15.24,,13.89,,4.79,8.12,2.67,2.39,0.39,,,,,,,455,,,,,43,62.8,184.7,455,250
s43,15.1,76.76,49.09,0.84,15.15,13.01,,0.27,6.84,9.68,3.18,0.57,0.08,,,,,,0.55,135,67,437,1.68,,152,15,129,341,60
jef-00-1,15.32483333,74.601,49.09,1.637,11.98,16.84,,0.282,5.45,8.67,2.56,1.16,0.15,,,,,,1.38,102,53,64,0.6,,38,54,340,289,99
abc50,18,73.75,49.09,2.18,14.02,13.38,,0.19,6.77,11.72,2.23,0.24,0.18,,,,,,,64,,,,,96,5,234,,114
sh104,21.88,74.47,49.09,2.24,13.7,14.72,,0.19,5.94,11.74,1.71,0.18,0.21,,,,,,2.74,66,52,,,,82,2.6,286.15,347,141
jsd-11,21.08,79.03,49.09,2.29,13.53,14.81,,0.2,5.58,10.33,2.52,0.43,0.25,,,,,,0.77,93,43,98,,,30,17,200,408,146
ab03-61,16,74.2,49.09,3.69,12.04,,15.77,0.33,6.07,9.86,2.45,0.43,0.27,,,,,,,,,,,,,,,,
61,12.77,76.23,49.1,0.71,9.3,13.29,,0.2,16.81,9.59,0.83,0.09,0.06,,,,,,,7,99,2566.1,,,811.8,4,57,214,44.8
Oct-32,21,82,49.1,1.25,14.02,15.3,,0.21,5.92,9.26,2.12,0.57,0.13,,,,,,2.16,140,,120,,,100,46,147,,87
gh-4,16,76.75,49.1,1.3,15,,13,0.19,6.83,12.2,2.1,0.2,,,,,,,,22,,166,,,118,,178,,82
kgf9a,13.13,78.13,49.1,1.45,13.37,,17.88,0.22,6.21,8.3,2.21,0.36,0.07,,,,,,,509,,196,,,162,,215,276,140
16,10.8,76.7,49.1,1.53,12.24,6.1,9.41,0.21,5.57,10.01,2.15,0.51,0.2,,,,,,3.4,,75,,,,,17,150,331,141
e2a,20.7519,82.66421667,49.1,1.56,15.2,12.9,,0.21,6.27,9.93,1.69,0.97,0.17,,,,,,2.8,224,41,262,4.2,,40,41,196,234,120
e2a,20.7519,82.6642,49.1,1.56,15.2,12.9,,0.21,6.27,9.93,1.69,0.97,0.17,,,,,,2.8,224,41,262,4.2,,40,41,196,234,120
k11,14.2,79.68,49.1,1.63,22.43,1.84,4.5,0.28,3.7,4.7,0.51,9.15,0.33,,,,,,1.02,591,39,69,,,12,143,54,434,155
k11,15.25,79.58333333,49.1,1.63,22.43,1.84,4.5,0.28,3.7,4.7,0.51,9.15,0.33,,,,,,1.02,591,39,69,,,12,143,54,434,155
958,16.4,74,49.1,1.85,14.3,4.82,7.83,0.2,5.8,9.8,3.68,0.26,0.27,,,,,,,,,,,,,,,,
dl6,20.75143333,82.65001667,49.1,2.18,13.3,15.5,,0.25,5.84,9.83,2.09,0.71,0.28,,,,,,1.16,213,45,262,9.3,,43,39,189,200,153
dl6,20.7514,82.65,49.1,2.18,13.3,15.5,,0.25,5.84,9.83,2.09,0.71,0.28,,,,,,1.16,213,45,262,9.3,,43,39,189,200,153
95-amdo-001,22,74.08,49.1,2.24,13.46,14.39,,0.21,6.54,11.64,2.19,0.29,0.19,,,,,0.01,0.67,,,347,,,109,7.6,205.6,,126
76,18.5269,73.9108,49.1,2.25,11.67,,12.09,0.21,11.71,9.52,2.37,0.81,0.26,,,,,,,253,62,936,,,330,10,365,245,150
mk f6s6,22.5,80.5,49.1,2.9,12.79,15.38,,0.22,5.36,9.96,2.45,0.33,0.28,,,,,,1.15,192,,,,,90,7,259,,169
nbd-23,21.2782,74.4752,49.10038661,3.044122836,13.56202234,,14.17798542,0.212380663,6.300626336,10.62914651,2.12380663,0.525894975,0.323627677,,,,,,,126.7929533,47.961114,135.303497,0.204616,,82.784397,14.371719,213.125409,,195.485893
jg-12,19.75,83.20833333,49.11,0.34,25.19,1.11,4.86,0.11,3.71,10.47,2.57,0.64,0.14,,,,,,0.27,204,20,70,0.21,,10,12,353,,61
c,18.9786,81.5331,49.11,2.15,12.73,18.18,,0.21,5.71,9.28,2.51,0.66,0.26,,,,,,0.73,4,,103,,,77,33,137,,153
c,18.97861111,81.53305556,49.11,2.15,12.73,18.18,,0.21,5.71,9.28,2.51,0.66,0.26,,,,,,0.73,4,,103,,,77,33,137,,153
ram23,17.0325,81.6269,49.11,2.44,14.02,14.04,,0.19,6.18,11.02,2.37,0.28,0.25,,,0.0132,,,1,93,46,191,,,108,5,248,334,165
ram23,15.75,81,49.11,2.44,14.02,14.04,,0.19,6.18,11.02,2.37,0.28,0.25,,,,,,1.02,93,46,191,,,108,5,248,334,165
m94,18.22,73.94,49.11,2.56,14.28,,14,,6.1,10.48,2.58,,0.31,,,,,,,38,,,,,90,1.45,214.9,502,174
pocg,17.3883,80.2683,49.11,2.927,9.603,8.877,,0.1293,8.182,8.342,1.031,5.38,2.216,,,0.0867587,,,,1528,39.32542335,372.5,2.443280612,77.55548983,230.9,320.194,676,179.269,423.5
mnmd-2a,10.96666667,78.4,49.12,0.76,10.85,11.63,,0.16,14.7,9.71,1.37,0.43,0.08,,,,,,,475.276,63.186,242.565,0.248,,204.697,6.255,111.002,303.094,33.3
tvk-87,14,78.45,49.12,1.17,11.86,16.09,,0.19,8.98,10.53,1.63,0.29,0.14,,,,,,,78,,196,0.55,,98,6,135,440,89
tvk-87,14.06666667,78.45,49.12,1.17,11.86,16.09,,0.19,8.98,10.53,1.63,0.29,0.14,,,,,,,78,,196,0.55,,98,6,135,440,89
111,15.125,76.8,49.12,1.39,14.39,1.66,11.8,0.17,8.12,8.28,2.26,0.17,0.08,,,,,,2.1,31,63,114,,,144,5,126,405,16
cat215,18.6014,73.3889,49.12,3.305,14.34,,14.99,0.22,4.96,9.7,2.59,0.46,0.336,,,,,,,145,,154,,,71,15,317,359,202
tvk-72,14,78.45,49.13,1.07,12.59,15.8,,0.19,9.34,9.32,1.27,1.17,0.11,,,,,,,206,,155,1.06,,122,54,117,310,63
tvk-72,14.06666667,78.45,49.13,1.07,12.59,15.8,,0.19,9.34,9.32,1.27,1.17,0.11,,,,,,,206,,155,1.06,,122,54,117,310,63
Oct-33,21,82,49.13,1.18,13.38,15.48,,0.21,5.44,9.21,2.22,0.71,0.13,,,,,,2.01,124,,80,,,70,59,115,,86
ddh-013,18.75,73.15,49.13,2.44,13.65,,14.33,0.24,6.54,10.92,2.34,0.22,0.2,,,,,,,38,,181,,,100,7,205,444,129
ddh-013,18.4917,72.9,49.13,2.444,13.65,,14.33,0.237,6.54,10.92,2.34,0.22,0.196,,,,,,,38,47,181,,7,100,4.83,199.55,444,129
kk-04-51,18,74.32,49.13,2.55,13.88,,14.18,0.19,6.62,10.79,2.18,0.26,0.22,,,,,,,21,,94,,,94,3,209,468,143
66,18.5269,73.9108,49.13,2.8,12.25,,12.07,0.19,9.93,10.09,2.41,0.81,0.33,,,,,,,25,63,845,,,207,8,407,282,223
102/503,22.06,74.08,49.13,2.81,13.55,4.75,10.2,0.17,5.37,7.62,3.61,1.01,0.26,,,,,,,,,,,,,,,,
bl-33,19,75.75,49.14,2.23,13.6,15.64,,0.22,5.83,10.22,2.38,0.18,0.17,,,,,,2.93,76,110,200,,,54,4,285,800,154
pmd15,22.5,78.625,49.14,2.31,12.87,15.12,,0.19,7.15,10.93,2,0.34,0.22,,,,,,0.85,70.14,44.33,505.5,,,67.3,8.38,171.4,354.3,120.4
bas118,15.975,74.07,49.14,2.33,15.73,13.09,,0.25,5.48,10.82,2.76,0.13,0.27,,,,,,,90,,,,,67,4,261,,154
ch-36,20.6,76.67,49.14,2.46,13.52,,14.73,0.19,6.26,11.01,2.19,0.28,0.22,,,,,,,84,,137,,,104,11,217,413,144
ag-02-51,17,74,49.14,2.58,14.2,,14.2,0.19,6,11.1,2.18,0.19,0.22,,,,,,,,,84,,,91,7,219,486,146
ch/9,21.9667,78.9167,49.14,2.98,11.98,3.16,11.67,0.24,4.88,10.62,2.56,0.58,0.35,,,,,,,,,,,,,,,,
dd-11,19,74,49.1464827,3.134432141,13.96109389,,14.40627979,0.206943185,5.239195753,9.055026186,2.972915509,1.52936061,0.348270238,,,,,,,316.7393807,40.40252178,129.2232717,0.406386082,,44.25359042,55.87696777,480.7192771,,147.6355404
rm21b,14.91,77.375,49.15,0.76,14.63,12.42,,0.19,6,11.94,1.2,2.11,0.05,,,,,,,58.2,47,50,2.3,,,39,82,205,23
bg9,25.04333333,79.18333333,49.15,0.79,10.85,9.77,,0.16,15.12,10.72,2.25,0.11,0.08,,,,,,1.1,100.94,66.39,57.77,0.14,,29.55,2.23,93.22,348,70.11
csd7,22.5,72,49.15,1.15,10.75,12.5,,0.2,10.87,12.83,1.74,0.55,0.15,,,,,,0.84,,,,,,,,,,
wtd-25,19.86,73.525,49.15,1.72,13.58,12.03,,0.16,7.25,11.64,1.92,0.15,0.2,,,,,,1.94,76,48,372,,,141,10,285,329,101
rm34,14.275,77.55,49.15,1.82,13.82,,14.7,0.18,4.62,8.18,2.67,0.38,0.31,,,,,,,36,,142,,,105,,278,,80
7,22.475,73.56,49.15,1.84,12.18,4.13,8.68,0.09,10.05,8.54,2.5,0.7,0.18,,,,,,,200,45,350,,30,250,,150,35,
4,22.475,73.56,49.15,2.07,13.3,5.4,7.45,0.15,7.02,10.66,2.08,1.08,0.58,,,,,,,500,25,250,,45,200,,250,10,
08-13a,19.3629,74.2046,49.15,2.08,13.91,13.19,,0.18,6.79,11.19,2.1,0.23,0.2,,,,,,0.23,108,35,317,,,112,2,269,356,136
j,18.945,81.59472222,49.15,2.28,12.12,18.22,,0.21,5.24,9.12,2.18,0.9,0.32,,,,,,0.82,248,,106,,,89,50,145,,211
j,18.945,81.5947,49.15,2.28,12.12,18.22,,0.21,5.24,9.12,2.18,0.9,0.32,,,,,,0.82,248,,106,,,89,50,145,,211
299d-4,23.5,71.5,49.15,2.52,13.76,6.87,4.44,0.15,6.02,10.61,2.38,1.61,0.43,,,,,,,1145,,124,,,92,43,425,312,318
zb04,17.6433,77.9756,49.15,2.54,13.5,13.97,,0.17,6.89,10.91,2.31,0.21,0.23,,,0.00788,,,1.2,73.2,35.5,229.1,,,102.6,1.4,230.4,394.8,151
no.16 (963),16.4,74,49.15,2.61,13.22,13.76,,0.2,6.51,10.44,2.48,0.34,0.26,,,0.002,,,0.77,86,,65,,,73,4,213,,100
2,22.475,73.56,49.15,2.82,13.18,3.97,9.84,0.05,7.87,8.33,2.34,0.91,0.14,,,,,,,700,80,125,,125,150,,200,60,
kop026,19.15,73.6,49.16,1.08,15.07,,11.54,0.17,8.78,10.65,2.84,0.56,0.15,,,,,,,138,,335,,,195,,174,224,67
dg23,11.84886111,76.04777778,49.16,1.9,16.4,10.71,,0.14,6.75,10.21,3.02,1.02,0.5,,,,,,0.48,432,49,292,,,77,18,530,291,100
ng23,21.5,79,49.16,2.03,14.11,4.76,8.12,0.19,7.12,11.46,2.12,0.11,0.17,,,,,,1.42,54,56,272,,,117,1,202,368,109
sh35,21.5,75,49.16,2.16,13.99,14.96,,0.18,7.09,10.69,1.48,0.37,0.19,,,,,,5.8,64,,,0.03,,78,3.8,195,,119
in-3,20.47,77.53,49.16,2.25,13.68,3.1,11.22,0.21,6.06,10.64,2.19,0.23,0.18,,,,0.046,,1.67,120,41,38,,5,73,3,260,330,120
mb88-8,18.22,73.94,49.16,2.43,14.2,,13.83,,6.14,11.1,2.19,,0.24,,,,,,,37,,66,,,82,0.61,222.8,439,149
ch83-8,21.69,77.91,49.16,2.48,14.12,,13.98,0.22,6.92,11.03,2.13,0.13,0.22,,,,,,,44,,203,,,93,0,206,390,136
ch/5,21.9667,78.9167,49.16,3.25,11.55,3.16,11.45,0.24,5.15,10.72,2.6,0.66,0.27,,,,,,,,,,,,,,,,
rky-12,15.90180556,76.08902778,49.17,0.7,11.29,13.01,,0.22,12.58,10.79,1.52,0.52,0.09,,,,,,1,82.8,84,1204,,,191,37.4,55,242,13.64
rky-12,15.9018,76.0889,49.17,0.7,11.29,13.01,,0.22,12.58,10.79,1.52,0.52,0.09,,,,,,1,82.8,84,1204,,,191,37.4,55,242,13.64
rky-10,15.90180556,76.08902778,49.17,0.82,12.46,12.82,,0.19,10.62,10.77,1.82,0.41,0.08,,,,,,1.25,38.9,98,529,,,81,26.13,219,233,14.8
rky-10,15.9018,76.0889,49.17,0.82,12.46,12.82,,0.19,10.62,10.77,1.82,0.41,0.08,,,,,,1.25,38.9,98,529,,,81,26.13,219,233,14.8
w15,14.275,77.525,49.17,1.34,16.69,,17.25,1.34,10.12,2.21,1.72,0.12,,,,,,,,38,,0,,,0,,32,,72
vav131,13.98916667,78.51305556,49.17,1.357,13.29,15.67,,0.215,5.72,9.8,1.95,0.72,0.12,,,,,,1.74,76,,100,6,,70,39,124,414,72
16,19.03,72.92,49.17,2.1,15.96,4.69,9.09,,5.11,10.76,2.26,0.86,,,,,,,,,,,,,,,,,
ra99.06,17.7,82,49.17,2.59,14.35,,12.08,0.17,6.43,11.57,2.2,0.1,0.22,,,,,,,48,,197,0,,85,0.4,258,392,140
d140,21.96,78.935,49.17,3.22,14.23,4.8,9.02,0.2,4.49,9.29,2.63,0.83,0.33,,,,,,1.42,197.9,59,63.9,0.8,,68,20,221.6,451.9,234.8
csd19,22.5,72,49.18,1.23,14.09,11.24,,0.18,8.32,11.89,1.68,0.45,0.15,,,,,,0.97,125,40.3,398,0.63,,139,12.3,164,300,101
bn-19,19,75.75,49.18,2.05,13.75,15.6,,0.17,5.83,10.01,2.82,0.34,0.2,,,,,,2.24,65,79,132,,,40,8,289,456,142
ma-u-55,17.93,73.6,49.18,2.48,13.69,,13.95,0.21,6.59,11.28,2.23,0.17,0.22,,,,,,,48,,105,,,83,3,202,430,151
ma-q-55,17.93,73.6,49.18,3.3,12.64,,15.43,0.21,5.91,10.39,2.4,0.23,0.31,,,,,,,50,,125,,,85,4,222,556,199
ak/yl2/a/2,16.85275,79.25422222,49.18,4.09,6.45,9.8,,0.09,8.27,9.65,1.18,3.82,1.62,,,,,,5.45,1350,32,350,0.6,,210,68,1196,122,1004
ak/yl2/a/2,16.8528,79.2542,49.18,4.09,6.45,9.8,,0.09,8.27,9.65,1.18,3.82,1.62,,,,,,5.45,1350,32,350,0.6,,210,68,1196,122,1004
lc99i-1c,26.08333333,74.25,49.19,0.55,14.41,10.8,,0.19,9.15,13.13,1.69,0.15,0.04,,,0.0004,,,0.63,38.1,79,904.3,,,55.1,8.6,68.4,230.8,21.7
ga-31,11.22969444,78.47666667,49.19,0.67,14.5,14.12,,0.16,7.66,11.45,2.15,0.08,0.01,,,,,,2.4,26.07,73.59,117.07,0.15,,59.67,2.68,12.27,44.58,3.23
s51,15.1,76.76,49.19,0.96,13.86,14.31,,0.24,7.43,8.97,2.82,0.27,0.09,,,,,,0.91,55,68,335,0.36,,97,7,114,381,57
tvk-138,14,78.45,49.19,1.3,12.66,16.55,,0.23,9.71,7.76,1.69,0.75,0.15,,,,,,,91,,186,0.83,,102,40,124,338,68
tvk-138,14.06666667,78.45,49.19,1.3,12.66,16.55,,0.23,9.71,7.76,1.69,0.75,0.15,,,,,,,91,,186,0.83,,102,40,124,338,68
jef-00-43,17.14383333,79.45833333,49.19,1.898,17.33,14.1,,0.174,2.77,10.36,2.62,0.3,0.24,,,,,,0.12,97,60,22,0.3,,41,8,138,229,158
jef-00-43,17.13438333,79.45083333,49.19,1.9,17.33,14.1,,0.17,2.77,10.36,2.62,0.3,0.24,,,,,,0.12,97,,22,,,41,8,138,229,158
jef-00-43,17.13438333,79.45083333,49.19,1.9,17.33,14.1,,0.17,2.77,10.36,2.62,0.3,0.24,,,,,,0.12,97,,22,,,41,8,138,229,158
bm-16-51,18.17,73.92,49.19,2.47,13.72,,14.21,0.19,6.76,10.81,2.17,0.27,0.21,,,,,,,28,,169,,,103,4,203,482,143
ch-32-52,20.6,76.67,49.19,2.53,13.61,,14.25,0.19,6.47,11.25,2.06,0.23,0.22,,,,,,,55,,143,,,96,8,217,408,145
